date,temperature_2m
2024-01-27 11:00:00+00:00,52.2734
2024-01-27 12:00:00+00:00,51.8234
2024-01-27 13:00:00+00:00,50.9234
2024-01-27 14:00:00+00:00,50.7434
2024-01-27 15:00:00+00:00,53.8934
2024-01-27 16:00:00+00:00,55.783398
2024-01-27 17:00:00+00:00,56.4134
2024-01-27 18:00:00+00:00,57.583397
2024-01-27 19:00:00+00:00,59.2934
2024-01-27 20:00:00+00:00,63.1634
2024-01-27 21:00:00+00:00,62.8934
2024-01-27 22:00:00+00:00,63.703403
2024-01-27 23:00:00+00:00,62.803402
2024-01-28 00:00:00+00:00,58.4834
2024-01-28 01:00:00+00:00,54.1634
2024-01-28 02:00:00+00:00,52.4534
2024-01-28 03:00:00+00:00,51.6434
2024-01-28 04:00:00+00:00,49.7534
2024-01-28 05:00:00+00:00,48.4034
2024-01-28 06:00:00+00:00,47.0534
2024-01-28 07:00:00+00:00,46.3334
2024-01-28 08:00:00+00:00,45.4334
2024-01-28 09:00:00+00:00,44.9834
2024-01-28 10:00:00+00:00,45.1634
2024-01-28 11:00:00+00:00,45.1634
2024-01-28 12:00:00+00:00,44.3534
2024-01-28 13:00:00+00:00,43.3634
2024-01-28 14:00:00+00:00,44.0834
2024-01-28 15:00:00+00:00,49.2134
2024-01-28 16:00:00+00:00,55.2434
2024-01-28 17:00:00+00:00,60.1034
2024-01-28 18:00:00+00:00,62.7134
2024-01-28 19:00:00+00:00,64.2434
2024-01-28 20:00:00+00:00,65.1434
2024-01-28 21:00:00+00:00,65.5934
2024-01-28 22:00:00+00:00,65.5934
2024-01-28 23:00:00+00:00,64.153404
2024-01-29 00:00:00+00:00,57.583397
2024-01-29 01:00:00+00:00,54.7934
2024-01-29 02:00:00+00:00,50.6534
2024-01-29 03:00:00+00:00,48.943398
2024-01-29 04:00:00+00:00,46.783398
2024-01-29 05:00:00+00:00,46.2434
2024-01-29 06:00:00+00:00,45.6134
2024-01-29 07:00:00+00:00,47.9534
2024-01-29 08:00:00+00:00,48.3134
2024-01-29 09:00:00+00:00,48.1334
2024-01-29 10:00:00+00:00,45.9734
2024-01-29 11:00:00+00:00,43.8134
2024-01-29 12:00:00+00:00,41.7434
2024-01-29 13:00:00+00:00,39.4934
2024-01-29 14:00:00+00:00,41.3834
2024-01-29 15:00:00+00:00,49.3934
2024-01-29 16:00:00+00:00,55.5134
2024-01-29 17:00:00+00:00,59.2034
2024-01-29 18:00:00+00:00,62.1734
2024-01-29 19:00:00+00:00,64.333405
2024-01-29 20:00:00+00:00,65.7734
2024-01-29 21:00:00+00:00,66.403404
2024-01-29 22:00:00+00:00,66.223404
2024-01-29 23:00:00+00:00,64.8734
2024-01-30 00:00:00+00:00,56.9534
2024-01-30 01:00:00+00:00,55.6034
2024-01-30 02:00:00+00:00,53.533398
2024-01-30 03:00:00+00:00,53.1734
2024-01-30 04:00:00+00:00,52.0934
2024-01-30 05:00:00+00:00,50.3834
2024-01-30 06:00:00+00:00,48.943398
2024-01-30 07:00:00+00:00,51.1034
2024-01-30 08:00:00+00:00,52.5434
2024-01-30 09:00:00+00:00,51.193398
2024-01-30 10:00:00+00:00,47.8634
2024-01-30 11:00:00+00:00,45.9734
2024-01-30 12:00:00+00:00,44.7134
2024-01-30 13:00:00+00:00,43.4534
2024-01-30 14:00:00+00:00,44.8034
2024-01-30 15:00:00+00:00,51.193398
2024-01-30 16:00:00+00:00,57.583397
2024-01-30 17:00:00+00:00,61.6334
2024-01-30 18:00:00+00:00,64.5134
2024-01-30 19:00:00+00:00,66.403404
2024-01-30 20:00:00+00:00,67.3934
2024-01-30 21:00:00+00:00,67.8434
2024-01-30 22:00:00+00:00,67.6634
2024-01-30 23:00:00+00:00,66.583405
2024-01-31 00:00:00+00:00,62.443398
2024-01-31 01:00:00+00:00,56.8634
2024-01-31 02:00:00+00:00,53.2634
2024-01-31 03:00:00+00:00,51.5534
2024-01-31 04:00:00+00:00,50.2934
2024-01-31 05:00:00+00:00,48.7634
2024-01-31 06:00:00+00:00,47.7734
2024-01-31 07:00:00+00:00,48.0434
2024-01-31 08:00:00+00:00,46.3334
2024-01-31 09:00:00+00:00,45.4334
2024-01-31 10:00:00+00:00,44.623398
2024-01-31 11:00:00+00:00,43.0034
2024-01-31 12:00:00+00:00,41.8334
2024-01-31 13:00:00+00:00,41.2934
2024-01-31 14:00:00+00:00,43.7234
2024-01-31 15:00:00+00:00,52.1834
2024-01-31 16:00:00+00:00,59.3834
2024-01-31 17:00:00+00:00,63.3434
2024-01-31 18:00:00+00:00,65.7734
2024-01-31 19:00:00+00:00,67.4834
2024-01-31 20:00:00+00:00,68.473404
2024-01-31 21:00:00+00:00,68.9234
2024-01-31 22:00:00+00:00,68.3834
2024-01-31 23:00:00+00:00,66.9434
